"registration_day,""payment_day"",""source_id"",""sum_net"""
"2015-08-31,""2015-09-26"",2,0.8"
"2015-11-18,""2015-11-19"",1,84.31"
"2015-11-14,""2015-11-30"",2,8.02"
"2015-10-22,""2015-11-02"",1,68.75"
"2015-08-25,""2015-09-24"",2,53.69"
"2015-09-22,""2015-10-07"",1,58.7"
"2015-08-09,""2015-10-22"",2,0.45"
"2015-09-11,""2015-10-10"",1,7.9"
"2015-10-10,""2015-11-09"",2,35.95"
"2015-08-04,""2015-10-27"",2,10.34"
"2015-09-08,""2015-09-10"",2,77.13"
"2015-10-13,""2015-11-18"",2,0.26"
"2015-08-09,""2015-08-15"",2,50.11"
"2015-09-21,""2015-10-15"",2,12.82"
"2015-09-13,""2015-10-23"",2,33.85"
"2015-08-01,""2015-10-18"",2,0.29"
"2015-11-06,""2015-11-26"",2,8.95"
"2015-07-16,""2015-11-15"",2,0.52"
"2015-07-13,""2015-07-13"",2,420.51"
"2015-11-12,""2015-11-28"",2,7.12"
"2015-10-18,""2015-12-03"",2,17.9"
"2015-08-17,""2015-09-20"",2,0.26"
"2015-08-18,""2015-09-16"",1,9.14"
"2015-07-16,""2015-07-22"",2,32.62"
"2015-08-31,""2015-11-13"",2,8.67"
"2015-09-28,""2015-11-26"",1,29.38"
"2015-08-06,""2015-08-06"",2,971.19"
"2015-06-19,""2015-06-19"",2,7.37"
"2015-08-04,""2015-10-11"",2,10.89"
"2015-10-22,""2015-12-04"",1,1.08"
"2015-11-09,""2015-11-19"",2,0.1"
"2015-10-17,""2015-10-22"",1,22.35"
"2015-10-13,""2015-11-02"",2,14.62"
"2015-09-20,""2015-10-05"",1,5.64"
"2015-09-27,""2015-11-30"",2,27.7"
"2015-10-11,""2015-10-20"",1,19.96"
"2015-11-06,""2015-11-10"",2,8.13"
"2015-07-16,""2015-10-30"",2,5.65"
"2015-08-17,""2015-09-04"",2,14.77"
"2015-09-14,""2015-09-17"",1,28.06"
"2015-08-06,""2015-11-14"",2,4.99"
"2015-08-01,""2015-10-02"",2,7.55"
"2015-10-10,""2015-10-24"",2,22"
"2015-11-17,""2015-12-01"",2,3.89"
"2015-12-06,""2015-12-06"",2,120.45"
"2015-07-10,""2015-10-28"",2,5.03"
"2015-07-02,""2015-07-04"",2,22.3"
"2015-08-01,""2015-11-23"",2,16.57"
"2015-09-16,""2015-11-21"",2,3.68"
"2015-08-12,""2015-09-13"",2,3.84"
"2015-09-06,""2015-10-03"",1,16.24"
"2015-07-16,""2015-08-27"",2,17.59"
"2015-08-06,""2015-09-11"",2,21"
"2015-11-23,""2015-11-30"",1,83.8"
"2015-07-05,""2015-11-06"",2,9.39"
"2015-09-13,""2015-11-12"",2,16.56"
"2015-08-21,""2015-10-15"",1,0.31"
"2015-08-09,""2015-09-04"",2,12.63"
"2015-10-13,""2015-11-06"",2,13.78"
"2015-10-27,""2015-10-28"",1,151.31"
"2015-11-04,""2015-11-12"",2,7.77"
"2015-11-28,""2015-12-06"",2,0.44"
"2015-08-17,""2015-10-26"",2,10.94"
"2015-09-02,""2015-09-28"",2,21.72"
"2015-06-30,""2015-07-30"",2,0.69"
"2015-09-20,""2015-11-10"",1,1.26"
"2015-10-29,""2015-11-10"",2,3.45"
"2015-10-08,""2015-10-26"",2,10.56"
"2015-11-01,""2015-11-03"",2,21.11"
"2015-09-21,""2015-09-21"",2,282.42"
"2015-07-16,""2015-12-05"",2,6.69"
"2015-08-12,""2015-08-28"",2,14.99"
"2015-10-21,""2015-11-26"",2,10.06"
"2015-09-19,""2015-11-14"",2,14.93"
"2015-10-17,""2015-11-27"",1,6.94"
"2015-11-25,""2015-11-27"",2,5.26"
"2015-10-03,""2015-10-04"",1,28.69"
"2015-07-16,""2015-08-11"",2,0.44"
"2015-10-13,""2015-10-13"",2,1226.69"
"2015-08-23,""2015-10-12"",2,7.06"
"2015-09-20,""2015-10-25"",1,1.03"
"2015-09-08,""2015-09-14"",2,60.92"
"2015-09-13,""2015-10-27"",2,0.17"
"2015-10-11,""2015-11-09"",1,9.22"
"2015-08-09,""2015-08-19"",2,3"
"2015-09-02,""2015-09-12"",2,9.89"
"2015-09-09,""2015-09-10"",1,105.16"
"2015-08-01,""2015-11-07"",2,8.07"
"2015-10-08,""2015-10-10"",2,24.8"
"2015-10-18,""2015-10-28"",2,9.57"
"2015-09-25,""2015-09-30"",1,29.02"
"2015-09-02,""2015-10-30"",2,22.7"
"2015-08-01,""2015-08-31"",2,26.66"
"2015-10-19,""2015-10-24"",1,16.42"
"2015-10-05,""2015-10-13"",2,54.96"
"2015-11-17,""2015-11-23"",2,5.57"
"2015-10-25,""2015-10-26"",1,48.93"
"2015-09-06,""2015-10-27"",1,4.22"
"2015-07-10,""2015-09-10"",2,8.43"
"2015-10-13,""2015-10-17"",2,0.25"
"2015-08-25,""2015-09-08"",2,54.73"
"2015-08-31,""2015-09-10"",2,0.38"
"2015-10-02,""2015-10-16"",2,11.43"
"2015-10-05,""2015-11-18"",2,20.28"
"2015-08-23,""2015-11-29"",2,0.33"
"2015-09-02,""2015-11-27"",2,50.96"
"2015-10-24,""2015-10-30"",2,13.08"
"2015-09-11,""2015-09-12"",1,33.28"
"2015-08-09,""2015-10-06"",2,0.28"
"2015-10-06,""2015-11-14"",1,8.55"
"2015-11-14,""2015-11-14"",2,489.1"
"2015-10-02,""2015-11-09"",2,0.39"
"2015-09-27,""2015-09-27"",2,598.45"
"2015-08-17,""2015-11-11"",2,6.53"
"2015-07-13,""2015-09-03"",2,6.84"
"2015-08-28,""2015-09-01"",2,4.47"
"2015-08-01,""2015-08-15"",2,58.56"
"2015-09-05,""2015-10-23"",2,8"
"2015-09-19,""2015-10-05"",2,52.34"
"2015-11-01,""2015-12-05"",2,0.69"
"2015-08-06,""2015-09-27"",2,10.84"
"2015-10-27,""2015-11-13"",1,74.17"
"2015-10-05,""2015-10-05"",2,162.61"
"2015-07-05,""2015-07-13"",2,42.08"
"2015-11-04,""2015-11-28"",2,3.94"
"2015-09-24,""2015-11-21"",2,0.62"
"2015-09-13,""2015-10-15"",2,1.22"
"2015-08-09,""2015-09-20"",2,13.99"
"2015-10-05,""2015-11-02"",2,15"
"2015-11-06,""2015-11-22"",2,23.05"
"2015-07-08,""2015-07-26"",2,0.51"
"2015-10-06,""2015-10-29"",1,1.15"
"2015-08-23,""2015-11-13"",2,3.7"
"2015-10-29,""2015-11-26"",2,0.52"
"2015-09-27,""2015-11-10"",2,2.45"
"2015-08-06,""2015-11-10"",2,0.3"
"2015-08-28,""2015-10-15"",2,3.94"
"2015-08-23,""2015-09-02"",2,7.21"
"2015-09-28,""2015-11-06"",1,5.03"
"2015-11-06,""2015-11-06"",2,539.68"
"2015-09-21,""2015-10-31"",2,23.58"
"2015-06-30,""2015-11-23"",2,4.13"
"2015-08-31,""2015-10-24"",2,11.6"
"2015-10-19,""2015-11-21"",1,7.72"
"2015-09-14,""2015-10-19"",1,6.74"
"2015-08-17,""2015-08-31"",2,13.64"
"2015-09-08,""2015-09-18"",2,18.12"
"2015-08-20,""2015-08-24"",2,0.37"
"2015-06-30,""2015-07-14"",2,2.2"
"2015-09-05,""2015-09-25"",2,11.03"
"2015-09-22,""2015-10-19"",1,8.84"
"2015-07-13,""2015-10-17"",2,6.58"
"2015-07-24,""2015-08-07"",2,6.46"
"2015-06-24,""2015-07-12"",2,6.55"
"2015-09-19,""2015-09-19"",2,745.15"
"2015-08-26,""2015-10-02"",1,6.02"
"2015-08-06,""2015-10-25"",2,0.58"
"2015-10-18,""2015-10-20"",2,62.17"
"2015-10-19,""2015-11-05"",1,66.97"
"2015-10-25,""2015-11-07"",1,2.22"
"2015-09-27,""2015-10-25"",2,1.48"
"2015-10-21,""2015-11-18"",2,6.63"
"2015-07-10,""2015-10-08"",2,8.71"
"2015-07-16,""2015-10-10"",2,8.16"
"2015-08-01,""2015-09-12"",2,3.02"
"2015-11-18,""2015-12-01"",1,70.31"
"2015-09-08,""2015-11-13"",2,11.18"
"2015-11-14,""2015-11-26"",2,19.71"
"2015-11-21,""2015-11-24"",1,10.51"
"2015-08-09,""2015-10-18"",2,14.43"
"2015-07-05,""2015-08-10"",2,7.21"
"2015-10-22,""2015-10-29"",1,7.09"
"2015-11-15,""2015-11-22"",1,85.56"
"2015-09-02,""2015-09-16"",2,32.96"
"2015-09-09,""2015-11-09"",1,5.08"
"2015-10-18,""2015-11-09"",2,28.24"
"2015-08-26,""2015-09-16"",1,22.79"
"2015-10-24,""2015-11-11"",2,13.43"
"2015-07-13,""2015-10-01"",2,13.3"
"2015-10-18,""2015-11-21"",2,10.46"
"2015-10-21,""2015-11-02"",2,74.15"
"2015-08-23,""2015-10-04"",2,3.16"
"2015-07-05,""2015-07-17"",2,11.58"
"2015-08-09,""2015-08-11"",2,29.22"
"2015-09-13,""2015-10-19"",2,80.35"
"2015-08-17,""2015-10-02"",2,8.28"
"2015-07-16,""2015-11-27"",2,9.59"
"2015-08-12,""2015-08-20"",2,-3.51"
"2015-08-01,""2015-10-30"",2,225.59"
"2015-10-02,""2015-10-08"",2,9.85"
"2015-09-02,""2015-09-04"",2,38.41"
"2015-08-18,""2015-09-12"",1,17.73"
"2015-08-09,""2015-12-05"",2,5.9"
"2015-07-16,""2015-07-18"",2,126.87"
"2015-09-24,""2015-10-12"",2,7.34"
"2015-10-16,""2015-11-07"",2,0.59"
"2015-11-13,""2015-11-20"",1,131.11"
"2015-07-10,""2015-07-16"",2,8.48"
"2015-11-09,""2015-12-01"",2,2.34"
"2015-07-05,""2015-11-02"",2,10.28"
"2015-10-10,""2015-11-05"",2,33.13"
"2015-07-05,""2015-07-29"",2,21.47"
"2015-08-04,""2015-10-23"",2,16.67"
"2015-10-13,""2015-10-29"",2,2.97"
"2015-09-20,""2015-10-01"",1,6.42"
"2015-09-05,""2015-09-17"",2,-0.4"
"2015-09-21,""2015-09-29"",2,36.37"
"2015-09-25,""2015-11-13"",1,2.22"
"2015-09-13,""2015-10-03"",2,22.59"
"2015-08-21,""2015-09-05"",1,9.54"
"2015-08-12,""2015-11-28"",2,9.44"
"2015-09-02,""2015-09-24"",2,14.29"
"2015-08-01,""2015-10-14"",2,0.27"
"2015-09-05,""2015-09-21"",2,10.53"
"2015-07-27,""2015-09-01"",2,3.46"
"2015-12-04,""2015-12-05"",1,29.11"
"2015-08-06,""2015-11-26"",2,12.91"
"2015-09-05,""2015-09-05"",2,473.07"
"2015-07-02,""2015-09-18"",2,7.42"
"2015-08-17,""2015-09-16"",2,0.42"
"2015-09-06,""2015-12-02"",1,12.02"
"2015-08-25,""2015-10-22"",2,14.91"
"2015-10-22,""2015-11-30"",1,115.9"
"2015-10-10,""2015-10-20"",2,5.83"
"2015-10-16,""2015-10-22"",2,6.2"
"2015-07-22,""2015-12-04"",1,3.03"
"2015-08-18,""2015-08-27"",1,63.81"
"2015-07-13,""2015-11-02"",2,10.25"
"2015-11-09,""2015-11-15"",2,1.74"
"2015-10-17,""2015-10-18"",1,4.05"
"2015-10-05,""2015-10-29"",2,0.33"
"2015-10-02,""2015-10-04"",2,29.55"
"2015-08-04,""2015-11-28"",2,23.91"
"2015-09-27,""2015-10-13"",2,8.96"
"2015-09-05,""2015-10-03"",2,10.42"
"2015-11-23,""2015-11-26"",1,4.05"
"2015-10-10,""2015-10-28"",2,9.04"
"2015-09-06,""2015-09-29"",1,2.29"
"2015-09-13,""2015-11-24"",2,23.15"
"2015-11-04,""2015-11-24"",2,22.65"
"2015-07-13,""2015-08-14"",2,7.37"
"2015-09-30,""2015-10-07"",1,14.72"
"2015-06-27,""2015-09-11"",2,8.39"
"2015-08-17,""2015-10-22"",2,14.04"
"2015-10-13,""2015-12-04"",2,1.9"
"2015-11-28,""2015-12-02"",2,10.97"
"2015-08-04,""2015-09-25"",2,8.45"
"2015-11-01,""2015-11-15"",2,18.08"
"2015-09-05,""2015-11-28"",2,9.46"
"2015-08-06,""2015-09-07"",2,0.43"
"2015-08-12,""2015-09-09"",2,0.13"
"2015-08-01,""2015-11-19"",2,7.06"
"2015-09-24,""2015-11-01"",2,0.47"
"2015-09-21,""2015-10-07"",2,0.43"
"2015-10-21,""2015-11-30"",2,7.81"
"2015-07-10,""2015-08-05"",2,6.61"
"2015-09-19,""2015-11-10"",2,8.35"
"2015-10-17,""2015-11-23"",1,6.33"
"2015-10-02,""2015-11-17"",2,0.04"
"2015-07-16,""2015-08-07"",2,11.51"
"2015-08-25,""2015-11-27"",2,6.03"
"2015-08-20,""2015-10-15"",2,6.74"
"2015-07-24,""2015-09-28"",2,0.47"
"2015-10-29,""2015-11-06"",2,17.21"
"2015-10-06,""2015-10-09"",1,163.79"
"2015-11-04,""2015-11-08"",2,0.61"
"2015-07-22,""2015-09-15"",1,2.67"
"2015-08-09,""2015-08-31"",2,12.76"
"2015-09-06,""2015-09-13"",1,23.66"
"2015-08-17,""2015-10-06"",2,3.63"
"2015-09-21,""2015-11-20"",2,18.49"
"2015-08-12,""2015-08-24"",2,13.87"
"2015-10-18,""2015-11-25"",2,2.77"
"2015-09-05,""2015-09-09"",2,5.92"
"2015-09-02,""2015-09-08"",2,20.32"
"2015-08-06,""2015-08-22"",2,2.18"
"2015-09-03,""2015-09-04"",1,17.81"
"2015-10-14,""2015-11-14"",1,1.54"
"2015-07-16,""2015-12-01"",2,0.18"
"2015-08-31,""2015-11-29"",2,16.71"
"2015-10-19,""2015-10-20"",1,27.54"
"2015-09-05,""2015-11-04"",2,16.53"
"2015-10-03,""2015-11-17"",1,13.81"
"2015-10-05,""2015-10-25"",2,8.2"
"2015-08-01,""2015-08-27"",2,0.56"
"2015-11-17,""2015-11-19"",2,26.25"
"2015-08-06,""2015-10-09"",2,6.3"
"2015-11-20,""2015-11-28"",2,1.24"
"2015-10-05,""2015-11-30"",2,6.12"
"2015-08-31,""2015-09-22"",2,10.47"
"2015-08-04,""2015-09-21"",2,0.61"
"2015-08-26,""2015-08-31"",1,11.67"
"2015-10-24,""2015-10-26"",2,45.61"
"2015-09-01,""2015-09-02"",1,51.42"
"2015-10-13,""2015-11-14"",2,14.76"
"2015-09-05,""2015-09-13"",2,5.89"
"2015-09-24,""2015-09-30"",2,21.14"
"2015-08-12,""2015-10-11"",2,11.59"
"2015-08-28,""2015-09-13"",2,9.63"
"2015-10-18,""2015-11-29"",2,3.61"
"2015-07-13,""2015-09-15"",2,3.66"
"2015-06-27,""2015-10-13"",2,7.48"
"2015-09-16,""2015-10-16"",2,25.4"
"2015-08-17,""2015-11-23"",2,6.16"
"2015-10-21,""2015-11-10"",2,2.88"
"2015-10-03,""2015-11-01"",1,9.2"
"2015-08-01,""2015-08-11"",2,11.9"
"2015-09-16,""2015-10-24"",2,3.61"
"2015-07-02,""2015-07-16"",2,17.59"
"2015-10-27,""2015-11-25"",1,1.75"
"2015-07-08,""2015-07-18"",2,10.8"
"2015-08-25,""2015-09-04"",2,0.95"
"2015-11-02,""2015-11-27"",1,8.02"
"2015-09-13,""2015-09-25"",2,50.68"
"2015-08-31,""2015-09-06"",2,6.24"
"2015-09-24,""2015-10-28"",2,4.37"
"2015-10-08,""2015-11-07"",2,56.26"
"2015-09-02,""2015-10-10"",2,9.03"
"2015-07-02,""2015-11-09"",2,0.46"
"2015-10-29,""2015-11-22"",2,0.31"
"2015-08-04,""2015-08-04"",2,1205.41"
"2015-08-23,""2015-11-09"",2,2.88"
"2015-10-02,""2015-11-01"",2,29.41"
"2015-11-01,""2015-12-01"",2,43.45"
"2015-08-12,""2015-09-25"",2,13.43"
"2015-08-01,""2015-12-05"",2,5.58"
"2015-08-28,""2015-08-28"",2,238.18"
"2015-08-31,""2015-10-20"",2,15.21"
"2015-09-16,""2015-09-22"",2,9.09"
"2015-10-08,""2015-10-18"",2,8.41"
"2015-11-12,""2015-11-24"",2,0.29"
"2015-08-01,""2015-09-24"",2,6.89"
"2015-10-19,""2015-11-17"",1,12.24"
"2015-08-17,""2015-08-27"",2,9.25"
"2015-06-27,""2015-07-17"",2,0.46"
"2015-09-27,""2015-10-21"",2,12"
"2015-06-30,""2015-07-26"",2,22.91"
"2015-08-09,""2015-11-15"",2,6.21"
"2015-09-24,""2015-11-13"",2,0.56"
"2015-08-04,""2015-09-01"",2,12.37"
"2015-07-08,""2015-09-04"",2,5.07"
"2015-10-10,""2015-10-16"",2,20.73"
"2015-10-16,""2015-10-18"",2,5.89"
"2015-07-05,""2015-09-07"",2,8.7"
"2015-09-22,""2015-10-31"",1,7.93"
"2015-08-04,""2015-09-05"",2,11.38"
"2015-08-28,""2015-10-11"",2,0.35"
"2015-09-25,""2015-10-24"",1,6.36"
"2015-07-24,""2015-08-03"",2,6"
"2015-10-24,""2015-11-23"",2,46.82"
"2015-11-21,""2015-12-06"",1,5.94"
"2015-07-08,""2015-08-07"",2,9.5"
"2015-10-16,""2015-10-26"",2,0.35"
"2015-08-06,""2015-11-06"",2,5.14"
"2015-08-12,""2015-11-08"",2,0.25"
"2015-07-08,""2015-08-19"",2,1.94"
"2015-09-02,""2015-10-14"",2,26.65"
"2015-07-05,""2015-07-25"",2,9.15"
"2015-08-23,""2015-08-29"",2,21.96"
"2015-07-16,""2015-10-06"",2,0.47"
"2015-08-31,""2015-10-04"",2,9.21"
"2015-07-27,""2015-07-27"",2,144.57"
"2015-08-04,""2015-09-17"",2,0.37"
"2015-10-22,""2015-11-10"",1,25.37"
"2015-08-20,""2015-08-20"",2,194.14"
"2015-06-30,""2015-07-10"",2,11.1"
"2015-09-21,""2015-11-28"",2,13.66"
"2015-08-25,""2015-10-02"",2,0.46"
"2015-07-13,""2015-08-22"",2,0.35"
"2015-07-21,""2015-07-25"",2,5.51"
"2015-08-28,""2015-09-25"",2,10.77"
"2015-11-15,""2015-11-18"",1,3.07"
"2015-08-17,""2015-12-05"",2,12.58"
"2015-06-24,""2015-06-26"",2,8.2"
"2015-08-12,""2015-10-23"",2,9.88"
"2015-07-05,""2015-10-17"",2,4.85"
"2015-10-08,""2015-12-05"",2,0.32"
"2015-09-02,""2015-11-07"",2,24.47"
"2015-07-13,""2015-09-19"",2,0.4"
"2015-08-01,""2015-09-08"",2,21.18"
"2015-09-05,""2015-09-29"",2,1.92"
"2015-09-21,""2015-12-06"",2,0.95"
"2015-09-21,""2015-11-16"",2,6.52"
"2015-08-17,""2015-09-28"",2,13.65"
"2015-08-12,""2015-08-16"",2,69.54"
"2015-07-13,""2015-07-21"",2,4.15"
"2015-11-12,""2015-12-06"",2,6.79"
"2015-09-08,""2015-09-22"",2,20.05"
"2015-07-10,""2015-11-21"",2,11.77"
"2015-08-06,""2015-08-14"",2,83.43"
"2015-10-16,""2015-11-19"",2,4.1"
"2015-08-31,""2015-11-21"",2,7.03"
"2015-11-06,""2015-12-04"",2,45.22"
"2015-07-10,""2015-07-12"",2,248.79"
"2015-09-19,""2015-10-17"",2,13.37"
"2015-09-24,""2015-10-24"",2,29.06"
"2015-09-24,""2015-11-29"",2,2.48"
"2015-09-21,""2015-10-19"",2,14.49"
"2015-09-05,""2015-10-07"",2,13.29"
"2015-10-13,""2015-11-10"",2,8.78"
"2015-08-21,""2015-09-17"",1,10.04"
"2015-07-08,""2015-10-02"",2,8.24"
"2015-09-25,""2015-11-25"",1,18.29"
"2015-07-24,""2015-09-04"",2,27.45"
"2015-10-14,""2015-10-21"",1,25.94"
"2015-08-04,""2015-09-29"",2,6.72"
"2015-09-28,""2015-11-18"",1,11.04"
"2015-09-16,""2015-10-08"",2,1.44"
"2015-08-04,""2015-08-28"",2,16.96"
"2015-11-12,""2015-11-20"",2,58.9"
"2015-08-01,""2015-10-10"",2,15.12"
"2015-10-05,""2015-10-21"",2,7.4"
"2015-11-13,""2015-11-16"",1,1.55"
"2015-08-18,""2015-09-08"",1,7.17"
"2015-09-21,""2015-11-12"",2,7.27"
"2015-10-11,""2015-10-12"",1,197.47"
"2015-09-24,""2015-12-07"",2,0.37"
"2015-10-05,""2015-10-17"",2,12.42"
"2015-09-27,""2015-11-22"",2,0.83"
"2015-08-23,""2015-09-14"",2,1.92"
"2015-10-18,""2015-12-07"",2,13.95"
"2015-09-13,""2015-09-29"",2,14.54"
"2015-09-21,""2015-11-24"",2,5.44"
"2015-10-21,""2015-11-06"",2,1.71"
"2015-10-27,""2015-11-05"",1,3.24"
"2015-09-13,""2015-11-20"",2,7.01"
"2015-07-10,""2015-08-17"",2,0.47"
"2015-07-05,""2015-07-05"",2,291.19"
"2015-09-08,""2015-09-30"",2,0.98"
"2015-07-29,""2015-07-29"",2,11.76"
"2015-10-08,""2015-11-03"",2,4.44"
"2015-09-02,""2015-10-06"",2,9.62"
"2015-10-06,""2015-10-21"",1,0.38"
"2015-11-01,""2015-11-11"",2,2.35"
"2015-08-06,""2015-09-03"",2,7.52"
"2015-08-12,""2015-09-05"",2,9.18"
"2015-08-01,""2015-11-15"",2,3.78"
"2015-09-16,""2015-11-13"",2,9.27"
"2015-11-25,""2015-12-05"",2,20.49"
"2015-08-04,""2015-11-24"",2,13.13"
"2015-10-21,""2015-10-21"",2,174.04"
"2015-12-01,""2015-12-07"",2,14.61"
"2015-07-16,""2015-08-19"",2,7.06"
"2015-10-03,""2015-10-12"",1,42.01"
"2015-10-29,""2015-11-02"",2,7.98"
"2015-08-28,""2015-12-02"",2,0.14"
"2015-11-04,""2015-11-04"",2,210.99"
"2015-06-19,""2015-07-17"",2,6.58"
"2015-07-22,""2015-09-11"",1,7.46"
"2015-06-24,""2015-08-29"",2,10.29"
"2015-09-06,""2015-09-09"",1,0.98"
"2015-09-02,""2015-09-20"",2,27.9"
"2015-09-30,""2015-10-03"",1,12.38"
"2015-10-13,""2015-11-30"",2,14.95"
"2015-09-20,""2015-11-02"",1,6.68"
"2015-11-28,""2015-11-28"",2,154.17"
"2015-08-06,""2015-08-18"",2,2.99"
"2015-08-31,""2015-11-25"",2,11.29"
"2015-10-05,""2015-10-09"",2,6.23"
"2015-10-02,""2015-10-24"",2,5.61"
"2015-07-10,""2015-08-01"",2,20.58"
"2015-09-19,""2015-11-06"",2,0.29"
"2015-07-16,""2015-08-03"",2,11.08"
"2015-08-25,""2015-11-23"",2,5"
"2015-10-10,""2015-11-21"",2,17.13"
"2015-11-20,""2015-11-24"",2,6.64"
"2015-07-10,""2015-09-18"",2,11.21"
"2015-09-21,""2015-11-08"",2,7.78"
"2015-09-22,""2015-09-29"",1,51.96"
"2015-08-31,""2015-09-18"",2,4.55"
"2015-09-28,""2015-10-01"",1,1.59"
"2015-08-20,""2015-11-28"",2,0.26"
"2015-10-05,""2015-11-26"",2,21.31"
"2015-09-08,""2015-11-09"",2,6.74"
"2015-10-24,""2015-11-07"",2,8.94"
"2015-08-23,""2015-12-07"",2,3.64"
"2015-08-09,""2015-10-14"",2,3.99"
"2015-10-27,""2015-12-07"",1,8.17"
"2015-11-14,""2015-11-22"",2,23.13"
"2015-08-12,""2015-10-07"",2,0.32"
"2015-09-27,""2015-10-05"",2,35.86"
"2015-10-10,""2015-11-25"",2,19.6"
"2015-09-02,""2015-10-22"",2,16.81"
"2015-09-30,""2015-11-04"",1,6.58"
"2015-08-28,""2015-09-09"",2,22.5"
"2015-08-01,""2015-08-23"",2,58.45"
"2015-09-05,""2015-10-31"",2,9.94"
"2015-10-03,""2015-11-13"",1,18.14"
"2015-07-05,""2015-10-05"",2,11.51"
"2015-08-25,""2015-08-31"",2,65.51"
"2015-11-04,""2015-12-06"",2,1.28"
"2015-11-02,""2015-11-23"",1,0.82"
"2015-07-10,""2015-09-02"",2,1.12"
"2015-09-24,""2015-10-20"",2,0.52"
"2015-08-26,""2015-08-27"",1,8.09"
"2015-08-04,""2015-08-16"",2,6.06"
"2015-09-13,""2015-12-06"",2,1.49"
"2015-10-29,""2015-12-04"",2,14.48"
"2015-10-11,""2015-10-16"",1,0.34"
"2015-09-17,""2015-09-18"",1,47.7"
"2015-07-02,""2015-07-12"",2,69.8"
"2015-11-01,""2015-11-27"",2,0.14"
"2015-07-08,""2015-07-14"",2,116.25"
"2015-08-17,""2015-11-03"",2,0.35"
"2015-09-14,""2015-11-16"",1,12.43"
"2015-08-12,""2015-09-21"",2,39.49"
"2015-07-16,""2015-09-04"",2,22.78"
"2015-08-31,""2015-09-02"",2,56.79"
"2015-08-01,""2015-08-07"",2,8.38"
"2015-07-25,""2015-09-01"",2,13.98"
"2015-07-14,""2015-11-11"",2,18.99"
"2015-11-10,""2015-11-24"",2,19.63"
"2015-09-12,""2015-09-29"",1,9.67"
"2015-10-03,""2015-10-25"",2,0.17"
"2015-11-13,""2015-12-03"",2,15.74"
"2015-09-22,""2015-10-08"",2,11.7"
"2015-08-29,""2015-11-09"",2,10.47"
"2015-10-14,""2015-11-07"",2,36.25"
"2015-09-01,""2015-11-02"",2,28.44"
"2015-09-22,""2015-11-17"",2,13.01"
"2015-10-20,""2015-11-30"",1,24.57"
"2015-09-17,""2015-10-05"",2,4.31"
"2015-09-14,""2015-09-14"",2,502.92"
"2015-10-15,""2015-10-18"",1,40.29"
"2015-10-11,""2015-10-29"",2,2.48"
"2015-09-18,""2015-10-01"",1,6.72"
"2015-09-11,""2015-10-03"",2,4.2"
"2015-10-09,""2015-10-16"",1,51.61"
"2015-07-25,""2015-08-16"",2,20.37"
"2015-08-22,""2015-08-29"",1,18.11"
"2015-10-19,""2015-12-04"",2,0.36"
"2015-09-30,""2015-09-30"",2,308.28"
"2015-09-26,""2015-11-06"",1,6.91"
"2015-08-15,""2015-08-31"",2,7.28"
"2015-10-25,""2015-12-06"",2,13.83"
"2015-09-12,""2015-09-13"",1,203.09"
"2015-11-13,""2015-11-17"",2,25.78"
"2015-10-04,""2015-10-17"",1,25.56"
"2015-08-18,""2015-09-09"",2,12.89"
"2015-09-15,""2015-09-22"",1,7.67"
"2015-10-14,""2015-10-22"",2,13.15"
"2015-08-13,""2015-11-21"",2,2.2"
"2015-07-19,""2015-08-14"",2,88.35"
"2015-07-22,""2015-08-07"",2,32.17"
"2015-08-19,""2015-08-20"",1,11.14"
"2015-09-17,""2015-09-19"",2,66.53"
"2015-07-17,""2015-10-19"",2,1.03"
"2015-06-22,""2015-07-12"",2,0.25"
"2015-09-01,""2015-10-17"",2,30.59"
"2015-09-22,""2015-10-12"",2,0.28"
"2015-10-23,""2015-11-23"",1,6.48"
"2015-09-20,""2015-09-28"",2,66.06"
"2015-08-21,""2015-09-02"",2,5.91"
"2015-09-20,""2015-11-15"",2,0.2"
"2015-11-26,""2015-11-28"",2,0.39"
"2015-10-15,""2015-10-26"",1,1.97"
"2015-09-12,""2015-10-31"",1,15.47"
"2015-08-21,""2015-10-20"",2,16.49"
"2015-10-27,""2015-11-02"",2,20.05"
"2015-10-12,""2015-11-02"",1,5.12"
"2015-10-07,""2015-10-14"",1,15.65"
"2015-10-30,""2015-11-11"",2,4.62"
"2015-09-14,""2015-11-13"",2,5.91"
"2015-08-10,""2015-09-05"",2,9.69"
"2015-09-10,""2015-09-11"",1,9.68"
"2015-09-17,""2015-11-06"",2,28.46"
"2015-07-17,""2015-12-06"",2,0.28"
"2015-08-13,""2015-08-29"",2,52.31"
"2015-07-14,""2015-08-03"",2,3.14"
"2015-09-22,""2015-10-04"",2,6.63"
"2015-08-07,""2015-08-27"",2,6.78"
"2015-08-26,""2015-12-02"",2,29.58"
"2015-09-30,""2015-10-16"",2,14.04"
"2015-10-09,""2015-11-09"",1,11.7"
"2015-10-19,""2015-11-22"",2,7.64"
"2015-09-04,""2015-09-09"",1,87.14"
"2015-11-02,""2015-11-04"",2,17.19"
"2015-09-12,""2015-10-15"",1,1.97"
"2015-07-11,""2015-07-25"",2,42.25"
"2015-09-06,""2015-11-05"",2,0.52"
"2015-09-20,""2015-10-30"",2,7.69"
"2015-10-14,""2015-11-23"",2,12.22"
