"registration_day,""payment_day"",""source_id"",""sum_net"""
"2015-09-11,""2015-10-06"",2,8.14"
"2015-07-17,""2015-08-31"",2,0.29"
"2015-10-11,""2015-10-16"",2,18.09"
"2015-10-30,""2015-11-14"",2,28.68"
"2015-09-14,""2015-11-16"",2,-0.33"
"2015-09-30,""2015-10-19"",2,8.23"
"2015-08-02,""2015-11-27"",2,7"
"2015-07-09,""2015-07-10"",2,114.07"
"2015-09-17,""2015-11-25"",2,3.56"
"2015-10-03,""2015-10-28"",2,15.53"
"2015-09-15,""2015-11-12"",1,10.65"
"2015-07-14,""2015-08-22"",2,10.73"
"2015-07-15,""2015-08-04"",2,0.67"
"2015-08-24,""2015-11-24"",2,3.71"
"2015-09-21,""2015-12-07"",1,9.44"
"2015-09-10,""2015-09-16"",2,23.56"
"2015-10-15,""2015-11-24"",2,10.8"
"2015-09-18,""2015-11-07"",2,6.1"
"2015-11-03,""2015-11-05"",2,33.62"
"2015-09-10,""2015-10-14"",2,6.66"
"2015-08-14,""2015-08-30"",2,2.3"
"2015-08-03,""2015-11-09"",2,11.49"
"2015-08-22,""2015-10-05"",2,3.69"
"2015-09-19,""2015-10-18"",1,0.59"
"2015-06-21,""2015-11-04"",2,0.33"
"2015-09-12,""2015-10-20"",2,15.82"
"2015-08-20,""2015-09-22"",1,2.04"
"2015-09-07,""2015-09-07"",2,172.57"
"2015-08-11,""2015-08-21"",2,23.46"
"2015-06-21,""2015-06-21"",2,76.16"
"2015-07-26,""2015-09-18"",2,0.32"
"2015-07-12,""2015-07-26"",2,90.38"
"2015-07-15,""2015-07-19"",2,96.31"
"2015-07-07,""2015-07-19"",2,5.55"
"2015-08-08,""2015-08-12"",2,35.37"
"2015-08-14,""2015-08-14"",2,1909.93"
"2015-08-03,""2015-10-24"",2,5.32"
"2015-11-08,""2015-12-02"",2,0.33"
"2015-07-18,""2015-11-21"",2,14.54"
"2015-10-01,""2015-11-18"",2,5.22"
"2015-10-20,""2015-11-19"",2,16.97"
"2015-11-11,""2015-11-25"",2,34.66"
"2015-07-18,""2015-08-01"",2,17.03"
"2015-08-22,""2015-09-19"",2,16.12"
"2015-08-11,""2015-11-29"",2,17.07"
"2015-11-05,""2015-11-23"",2,12.35"
"2015-12-03,""2015-12-06"",1,2.9"
"2015-07-15,""2015-11-12"",2,23.81"
"2015-08-16,""2015-09-17"",2,4.58"
"2015-09-13,""2015-09-30"",1,38.4"
"2015-06-21,""2015-06-25"",2,14.26"
"2015-09-07,""2015-10-01"",2,0.18"
"2015-08-28,""2015-10-28"",1,20.81"
"2015-10-31,""2015-11-28"",2,7.24"
"2015-09-02,""2015-10-03"",1,5.26"
"2015-08-11,""2015-09-22"",2,9.84"
"2015-07-31,""2015-12-02"",2,3.79"
"2015-07-07,""2015-07-15"",2,83.22"
"2015-08-19,""2015-11-13"",2,3.84"
"2015-10-04,""2015-11-11"",2,6.13"
"2015-08-30,""2015-09-03"",2,16.84"
"2015-09-04,""2015-10-16"",2,3.95"
"2015-07-31,""2015-08-08"",2,8.88"
"2015-11-05,""2015-11-07"",2,20.31"
"2015-09-18,""2015-09-28"",2,0.53"
"2015-10-10,""2015-12-04"",1,7.01"
"2015-09-07,""2015-10-09"",2,9.79"
"2015-11-25,""2015-12-02"",1,7.28"
"2015-07-07,""2015-11-08"",2,0.78"
"2015-11-03,""2015-11-21"",2,3.18"
"2015-12-01,""2015-12-04"",1,10.5"
"2015-09-05,""2015-09-26"",1,6.29"
"2015-07-24,""2015-10-07"",1,46.69"
"2015-09-15,""2015-09-19"",2,9.57"
"2015-09-12,""2015-10-08"",2,0.07"
"2015-10-31,""2015-11-12"",2,10.69"
"2015-10-04,""2015-10-10"",2,55.46"
"2015-08-14,""2015-09-15"",2,0.61"
"2015-09-07,""2015-09-19"",2,0.74"
"2015-09-12,""2015-09-14"",2,35.15"
"2015-07-15,""2015-08-20"",2,17.16"
"2015-08-19,""2015-10-28"",2,4.24"
"2015-09-16,""2015-11-10"",1,87.14"
"2015-10-28,""2015-11-03"",2,7.99"
"2015-10-05,""2015-10-06"",1,155.34"
"2015-07-07,""2015-10-23"",2,18.62"
"2015-08-08,""2015-08-28"",2,4.63"
"2015-09-05,""2015-09-10"",1,8.78"
"2015-10-09,""2015-10-13"",2,30.96"
"2015-07-23,""2015-09-25"",2,9.48"
"2015-08-16,""2015-10-19"",2,10.88"
"2015-06-21,""2015-07-27"",2,0.39"
"2015-08-11,""2015-09-06"",2,0.44"
"2015-11-27,""2015-11-29"",2,39.72"
"2015-09-23,""2015-11-06"",2,6.78"
"2015-07-12,""2015-08-11"",2,6"
"2015-06-23,""2015-06-27"",2,3.45"
"2015-10-23,""2015-11-12"",2,15.65"
"2015-11-20,""2015-11-25"",1,30.94"
"2015-10-05,""2015-11-27"",1,4.05"
"2015-06-29,""2015-06-29"",2,393.35"
"2015-10-21,""2015-10-30"",1,15.13"
"2015-09-08,""2015-11-10"",1,8.2"
"2015-11-14,""2015-11-23"",1,35.05"
"2015-07-26,""2015-11-25"",2,2.94"
"2015-06-21,""2015-07-07"",2,0.29"
"2015-07-23,""2015-07-23"",2,2167.83"
"2015-07-12,""2015-10-02"",2,10.66"
"2015-07-31,""2015-08-28"",2,11.89"
"2015-09-10,""2015-11-07"",2,8.35"
"2015-07-20,""2015-11-07"",2,0.26"
"2015-10-26,""2015-11-05"",2,37.24"
"2015-11-19,""2015-11-29"",2,2.11"
"2015-08-24,""2015-09-21"",2,13.15"
"2015-08-30,""2015-09-23"",2,22.25"
"2015-09-27,""2015-10-06"",1,81.57"
"2015-10-04,""2015-12-01"",2,0.65"
"2015-10-23,""2015-10-27"",2,34.91"
"2015-08-25,""2015-09-01"",1,7.33"
"2015-10-05,""2015-11-11"",1,11.46"
"2015-09-23,""2015-10-01"",2,7.71"
"2015-07-18,""2015-09-18"",2,8.25"
"2015-07-26,""2015-11-09"",2,0.29"
"2015-11-16,""2015-11-20"",2,21.82"
"2015-11-22,""2015-11-22"",2,424.22"
"2015-09-08,""2015-10-25"",1,7.19"
"2015-08-27,""2015-09-14"",2,8.43"
"2015-08-19,""2015-11-17"",2,56.87"
"2015-07-15,""2015-09-09"",2,47.06"
"2015-08-30,""2015-09-07"",2,8.98"
"2015-09-10,""2015-09-28"",2,10.56"
"2015-07-18,""2015-08-05"",2,1.34"
"2015-07-31,""2015-08-12"",2,45.12"
"2015-08-24,""2015-09-05"",2,14.24"
"2015-07-23,""2015-10-31"",2,15.67"
"2015-08-08,""2015-10-03"",2,2.74"
"2015-10-07,""2015-11-24"",2,13.3"
"2015-10-04,""2015-11-15"",2,8.36"
"2015-09-29,""2015-10-03"",2,8.11"
"2015-08-19,""2015-09-10"",2,0.29"
"2015-09-16,""2015-09-23"",1,5.5"
"2015-10-21,""2015-12-01"",1,7.88"
"2015-07-04,""2015-08-15"",2,11.2"
"2015-07-04,""2015-09-08"",2,13.25"
"2015-08-24,""2015-10-23"",2,30.54"
"2015-07-23,""2015-08-24"",2,0.37"
"2015-10-10,""2015-10-17"",1,7.09"
"2015-11-08,""2015-11-16"",2,21.94"
"2015-10-16,""2015-10-19"",1,14.35"
"2015-11-05,""2015-11-19"",2,19.32"
"2015-09-24,""2015-10-21"",1,5.88"
"2015-08-16,""2015-09-01"",2,11.66"
"2015-09-13,""2015-09-14"",1,85.04"
"2015-08-22,""2015-09-03"",2,0.15"
"2015-08-11,""2015-11-13"",2,11.21"
"2015-08-30,""2015-10-25"",2,1.47"
"2015-10-15,""2015-10-23"",2,5.36"
"2015-07-18,""2015-08-09"",2,0.29"
"2015-07-26,""2015-08-17"",2,12.07"
"2015-08-03,""2015-09-22"",2,6.54"
"2015-09-18,""2015-09-20"",2,8.33"
"2015-10-09,""2015-10-17"",2,9.65"
"2015-08-24,""2015-10-07"",2,0.1"
"2015-08-19,""2015-08-25"",2,32.29"
"2015-09-23,""2015-09-27"",2,1.46"
"2015-09-12,""2015-09-18"",2,65.6"
"2015-11-24,""2015-12-02"",2,0.02"
"2015-07-12,""2015-10-18"",2,0.29"
"2015-08-27,""2015-10-16"",2,1.95"
"2015-10-23,""2015-11-28"",2,21.09"
"2015-10-01,""2015-10-17"",2,10.67"
"2015-06-23,""2015-07-13"",2,7.7"
"2015-08-16,""2015-08-16"",2,302.88"
"2015-09-10,""2015-11-23"",2,10.89"
"2015-10-01,""2015-10-25"",2,6.11"
"2015-08-14,""2015-11-06"",2,5.35"
"2015-07-20,""2015-07-30"",2,19.91"
"2015-07-15,""2015-10-11"",2,13.88"
"2015-08-30,""2015-10-09"",2,4.66"
"2015-09-10,""2015-10-02"",2,20.9"
"2015-10-16,""2015-11-16"",1,7.21"
"2015-08-31,""2015-11-18"",1,13.99"
"2015-09-16,""2015-10-21"",1,12.08"
"2015-07-18,""2015-12-03"",2,4.02"
"2015-08-14,""2015-08-26"",2,11.67"
"2015-10-28,""2015-10-30"",2,3.17"
"2015-10-12,""2015-11-27"",2,5.32"
"2015-09-10,""2015-12-05"",2,18.62"
"2015-08-08,""2015-08-24"",2,5.24"
"2015-09-05,""2015-09-06"",1,67.8"
"2015-10-04,""2015-10-30"",2,11.34"
"2015-07-23,""2015-09-21"",2,10.93"
"2015-09-29,""2015-10-19"",2,8.17"
"2015-07-26,""2015-09-14"",2,0.15"
"2015-07-12,""2015-07-22"",2,17.78"
"2015-11-11,""2015-12-07"",2,0.51"
"2015-08-16,""2015-09-29"",2,26.86"
"2015-07-15,""2015-07-31"",2,0.37"
"2015-07-04,""2015-10-10"",2,6.16"
"2015-09-10,""2015-09-12"",2,75.09"
"2015-07-04,""2015-07-22"",2,4.4"
"2015-12-02,""2015-12-06"",2,10.97"
"2015-10-15,""2015-11-20"",2,19.12"
"2015-08-08,""2015-08-08"",2,143.41"
"2015-11-05,""2015-11-11"",2,11.75"
"2015-11-08,""2015-11-28"",2,0.27"
"2015-10-20,""2015-11-15"",2,0.86"
"2015-08-22,""2015-10-01"",2,2.49"
"2015-09-19,""2015-10-14"",1,9.77"
"2015-09-12,""2015-10-16"",2,3.56"
"2015-07-18,""2015-07-24"",2,36.97"
"2015-08-27,""2015-11-13"",2,5.96"
"2015-07-26,""2015-08-29"",2,0.33"
"2015-10-13,""2015-10-22"",1,21.91"
"2015-08-14,""2015-12-04"",2,10"
"2015-08-30,""2015-11-06"",2,41.64"
"2015-08-16,""2015-09-13"",2,31.88"
"2015-07-24,""2015-08-16"",1,2.34"
"2015-07-15,""2015-11-08"",2,3.99"
"2015-08-08,""2015-12-02"",2,0.36"
"2015-07-15,""2015-07-15"",2,1478.48"
"2015-08-24,""2015-11-04"",2,4.64"
"2015-10-09,""2015-11-02"",2,81.52"
"2015-10-15,""2015-11-04"",2,7.86"
"2015-07-20,""2015-08-27"",2,13.25"
"2015-08-30,""2015-08-30"",2,675.18"
"2015-07-31,""2015-08-04"",2,31.29"
"2015-07-04,""2015-07-30"",2,15.23"
"2015-07-15,""2015-09-01"",2,1.28"
"2015-06-26,""2015-10-30"",2,8.48"
"2015-10-04,""2015-10-06"",2,52.42"
"2015-08-03,""2015-08-13"",2,0.36"
"2015-07-23,""2015-10-23"",2,22.26"
"2015-09-10,""2015-09-24"",2,13.36"
"2015-08-24,""2015-08-28"",2,94.3"
"2015-07-12,""2015-08-23"",2,3.54"
"2015-09-15,""2015-09-15"",2,39.91"
"2015-10-07,""2015-10-31"",2,0.56"
"2015-07-01,""2015-07-09"",2,44.25"
"2015-10-31,""2015-11-24"",2,0.74"
"2015-08-11,""2015-09-18"",2,20.16"
"2015-10-04,""2015-10-22"",2,0.29"
"2015-08-14,""2015-09-11"",2,22.78"
"2015-11-01,""2015-11-04"",1,6.61"
"2015-07-07,""2015-07-31"",2,0.5"
"2015-07-15,""2015-08-16"",2,12.33"
"2015-10-02,""2015-10-09"",1,56.01"
"2015-09-12,""2015-11-17"",2,4.7"
"2015-09-07,""2015-10-05"",2,11.71"
"2015-11-03,""2015-11-17"",2,17.4"
"2015-08-11,""2015-09-02"",2,3.55"
"2015-09-08,""2015-09-15"",1,112.56"
"2015-07-31,""2015-11-12"",2,0.71"
"2015-10-07,""2015-10-15"",2,9.3"
"2015-07-12,""2015-08-07"",2,32.1"
"2015-11-30,""2015-12-04"",2,11.7"
"2015-07-26,""2015-09-30"",2,8.47"
"2015-10-31,""2015-11-08"",2,8.54"
"2015-10-08,""2015-10-11"",1,33.3"
"2015-08-27,""2015-09-26"",2,18.68"
"2015-10-24,""2015-11-04"",1,52.03"
"2015-08-16,""2015-12-06"",2,11"
"2015-11-22,""2015-12-04"",2,10.79"
"2015-10-26,""2015-11-17"",2,6.67"
"2015-07-15,""2015-10-07"",2,11.37"
"2015-09-15,""2015-09-27"",2,9.77"
"2015-10-08,""2015-12-02"",1,15.41"
"2015-11-16,""2015-12-02"",2,13.31"
"2015-07-01,""2015-08-14"",2,6.4"
"2015-10-12,""2015-10-14"",2,204.42"
"2015-11-19,""2015-11-25"",2,15.87"
"2015-07-04,""2015-08-07"",2,6.9"
"2015-08-14,""2015-10-17"",2,6.77"
"2015-10-20,""2015-10-30"",2,6.35"
"2015-09-23,""2015-10-05"",2,0.28"
"2015-11-20,""2015-11-21"",1,47.51"
"2015-06-23,""2015-06-23"",2,90.71"
"2015-10-23,""2015-11-08"",2,8.71"
"2015-10-21,""2015-10-26"",1,-0.26"
"2015-09-26,""2015-10-18"",2,6.57"
"2015-09-07,""2015-11-10"",2,1.68"
"2015-08-03,""2015-09-02"",2,27.41"
"2015-10-08,""2015-11-16"",1,13.32"
"2015-11-16,""2015-11-16"",2,661.58"
"2015-08-16,""2015-11-20"",2,6.87"
"2015-08-11,""2015-10-08"",2,12.29"
"2015-09-08,""2015-10-21"",1,17.87"
"2015-08-27,""2015-09-10"",2,7.57"
"2015-09-04,""2015-11-01"",2,0.3"
"2015-09-12,""2015-11-09"",2,9.56"
"2015-07-31,""2015-08-24"",2,2.68"
"2015-09-27,""2015-10-02"",1,5.29"
"2015-10-12,""2015-10-26"",2,50.58"
"2015-09-10,""2015-10-10"",2,0.59"
"2015-10-26,""2015-11-01"",2,0.92"
"2015-08-08,""2015-09-29"",2,0.4"
"2015-09-05,""2015-10-12"",1,7.24"
"2015-08-24,""2015-09-01"",2,12.85"
"2015-10-20,""2015-10-22"",2,124.2"
"2015-11-03,""2015-12-07"",2,11.82"
"2015-09-29,""2015-09-29"",2,37.62"
"2015-10-23,""2015-10-23"",2,374.28"
"2015-10-28,""2015-12-05"",2,7.5"
"2015-09-18,""2015-10-10"",2,20.99"
"2015-08-03,""2015-08-17"",2,9.83"
"2015-07-12,""2015-10-30"",2,31.49"
"2015-06-26,""2015-11-27"",2,3.39"
"2015-09-18,""2015-10-18"",2,0.38"
"2015-09-12,""2015-09-30"",2,12.3"
"2015-09-15,""2015-11-02"",2,0.39"
"2015-11-08,""2015-11-12"",2,13.65"
"2015-07-18,""2015-08-29"",2,12.28"
"2015-10-01,""2015-10-13"",2,11.02"
"2015-11-11,""2015-11-21"",2,0.77"
"2015-08-22,""2015-09-15"",2,8.23"
"2015-08-30,""2015-10-21"",2,13.03"
"2015-10-15,""2015-10-19"",2,15.14"
"2015-07-15,""2015-10-23"",2,70.58"
"2015-07-31,""2015-09-25"",2,4.01"
"2015-07-26,""2015-08-13"",2,5.08"
"2015-10-04,""2015-10-14"",2,20.56"
"2015-08-19,""2015-09-06"",2,0.44"
"2015-09-16,""2015-09-19"",1,108.78"
"2015-09-23,""2015-11-14"",2,13.87"
"2015-08-24,""2015-10-19"",2,9.14"
"2015-11-14,""2015-12-05"",1,61.86"
"2015-07-23,""2015-08-04"",2,42.99"
"2015-09-08,""2015-11-22"",1,1.6"
"2015-08-27,""2015-10-12"",2,7.94"
"2015-10-12,""2015-11-11"",2,66.2"
"2015-08-16,""2015-08-28"",2,4.86"
"2015-10-26,""2015-12-03"",2,10.53"
"2015-10-24,""2015-11-20"",1,7.65"
"2015-08-22,""2015-08-30"",2,4.48"
"2015-09-12,""2015-11-13"",2,22.44"
"2015-10-04,""2015-10-26"",2,43.63"
"2015-07-04,""2015-08-19"",2,17.16"
"2015-10-01,""2015-10-05"",2,21.03"
"2015-09-18,""2015-10-26"",2,28.41"
"2015-09-29,""2015-10-31"",2,4.03"
"2015-11-17,""2015-11-28"",1,12.47"
"2015-07-26,""2015-07-28"",2,27.84"
"2015-08-14,""2015-11-02"",2,35.99"
"2015-08-30,""2015-10-05"",2,8.34"
"2015-07-18,""2015-10-16"",2,73.03"
"2015-09-12,""2015-11-21"",2,3.31"
"2015-08-08,""2015-10-31"",2,6.91"
"2015-07-23,""2015-11-28"",2,6"
"2015-08-19,""2015-08-21"",2,64.02"
"2015-11-24,""2015-11-24"",2,301.7"
"2015-09-07,""2015-09-15"",2,0.1"
"2015-10-20,""2015-11-07"",2,1.09"
"2015-06-21,""2015-11-12"",2,0.38"
"2015-10-12,""2015-11-23"",2,21.38"
"2015-08-08,""2015-08-20"",2,16.09"
"2015-08-27,""2015-11-25"",2,22.86"
"2015-06-18,""2015-07-10"",2,0.26"
"2015-07-23,""2015-09-17"",2,5.45"
"2015-06-21,""2015-07-19"",2,30.79"
"2015-08-16,""2015-10-11"",2,7.25"
"2015-08-11,""2015-08-29"",2,1.63"
"2015-10-07,""2015-10-11"",2,1.25"
"2015-07-12,""2015-08-03"",2,25.12"
"2015-08-24,""2015-11-16"",2,6.49"
"2015-07-15,""2015-07-27"",2,7.2"
"2015-07-04,""2015-09-04"",2,10.44"
"2015-10-15,""2015-11-16"",2,23.04"
"2015-08-03,""2015-11-01"",2,45.92"
"2015-08-14,""2015-08-22"",2,-5.73"
"2015-10-12,""2015-11-07"",2,65.27"
"2015-09-15,""2015-09-23"",2,28.3"
"2015-10-01,""2015-10-01"",2,221.58"
"2015-09-19,""2015-10-10"",1,3.19"
"2015-08-11,""2015-12-07"",2,10.68"
"2015-07-18,""2015-07-20"",2,107.48"
"2015-07-15,""2015-11-20"",2,10.44"
"2015-08-11,""2015-08-13"",2,78.81"
"2015-07-26,""2015-09-10"",2,3.4"
"2015-07-12,""2015-07-18"",2,7.19"
"2015-11-11,""2015-12-03"",2,29.32"
"2015-07-31,""2015-10-23"",2,10.18"
"2015-08-16,""2015-09-25"",2,12.74"
"2015-09-16,""2015-10-01"",1,91.87"
"2015-08-08,""2015-11-28"",2,8.62"
"2015-08-03,""2015-10-16"",2,11.37"
"2015-10-15,""2015-10-31"",2,5.82"
"2015-12-06,""2015-12-07"",1,5.27"
"2015-11-08,""2015-11-24"",2,2.02"
"2015-08-03,""2015-08-09"",2,5.42"
"2015-08-24,""2015-08-24"",2,643.33"
"2015-09-18,""2015-10-06"",2,0.42"
"2015-10-07,""2015-11-12"",2,11.24"
"2015-07-12,""2015-09-04"",2,2.6"
"2015-10-28,""2015-11-27"",2,27.39"
"2015-10-21,""2015-11-03"",1,1.16"
"2015-09-26,""2015-10-14"",2,0.46"
"2015-10-31,""2015-11-20"",2,10.88"
"2015-10-08,""2015-10-23"",1,3.66"
"2015-09-10,""2015-10-18"",2,12.41"
"2015-08-11,""2015-09-14"",2,9.48"
"2015-10-12,""2015-10-30"",2,11.57"
"2015-10-04,""2015-11-03"",2,7.16"
"2015-07-31,""2015-07-31"",2,244.6"
"2015-07-20,""2015-10-10"",2,8.49"
"2015-09-16,""2015-11-18"",1,3.99"
"2015-07-15,""2015-08-28"",2,25.38"
"2015-10-01,""2015-11-14"",2,22.75"
"2015-07-23,""2015-10-03"",2,5.74"
"2015-09-19,""2015-11-11"",1,9.66"
"2015-10-28,""2015-11-11"",2,19.96"
"2015-10-05,""2015-10-14"",1,1.19"
"2015-08-25,""2015-11-28"",1,7.27"
"2015-11-03,""2015-11-13"",2,5.4"
"2015-10-10,""2015-11-02"",1,1.72"
"2015-08-08,""2015-09-05"",2,10.86"
"2015-07-07,""2015-07-07"",2,588.19"
"2015-10-07,""2015-10-27"",2,3.69"
"2015-10-15,""2015-12-02"",2,6.28"
"2015-08-24,""2015-12-02"",2,8.37"
"2015-11-30,""2015-11-30"",2,351.75"
"2015-09-15,""2015-11-06"",2,11.9"
"2015-10-31,""2015-11-04"",2,2.25"
"2015-11-24,""2015-11-28"",2,15.38"
"2015-07-15,""2015-08-12"",2,42.53"
"2015-10-02,""2015-10-05"",1,54.49"
"2015-07-31,""2015-09-05"",2,0.55"
"2015-06-26,""2015-06-28"",2,46.8"
"2015-07-15,""2015-10-03"",2,14.36"
"2015-07-01,""2015-08-10"",2,0.58"
"2015-09-10,""2015-11-15"",2,0.13"
"2015-10-26,""2015-11-13"",2,3.56"
"2015-09-12,""2015-09-22"",2,13.93"
"2015-09-02,""2015-10-31"",1,9.91"
"2015-11-19,""2015-12-07"",2,2.33"
"2015-09-26,""2015-10-22"",2,55.08"
"2015-08-24,""2015-09-29"",2,0.68"
"2015-10-20,""2015-11-27"",2,5.34"
"2015-10-20,""2015-11-11"",2,24.15"
"2015-11-17,""2015-11-24"",1,55.41"
"2015-10-23,""2015-11-04"",2,0.59"
"2015-10-07,""2015-12-02"",2,0.93"
"2015-08-03,""2015-08-29"",2,57.53"
"2015-10-21,""2015-10-22"",1,55.51"
"2015-07-23,""2015-11-08"",2,2.83"
"2015-09-07,""2015-11-06"",2,1.74"
"2015-08-11,""2015-10-20"",2,10.14"
"2015-11-16,""2015-11-28"",2,1"
"2015-11-22,""2015-11-30"",2,19.98"
"2015-07-12,""2015-09-24"",2,6.58"
"2015-09-04,""2015-09-22"",2,4.74"
"2015-08-27,""2015-09-22"",2,0.64"
"2015-11-14,""2015-11-15"",1,21.63"
"2015-08-16,""2015-12-02"",2,0.45"
"2015-07-15,""2015-09-17"",2,21.04"
"2015-10-02,""2015-11-10"",1,0.29"
"2015-08-30,""2015-09-15"",2,6.84"
"2015-09-27,""2015-09-28"",1,116.05"
"2015-10-26,""2015-10-28"",2,67.28"
"2015-07-31,""2015-08-20"",2,7.19"
"2015-09-29,""2015-10-11"",2,0.27"
"2015-08-24,""2015-09-13"",2,0.81"
"2015-09-21,""2015-09-26"",1,7.06"
"2015-11-19,""2015-11-21"",2,77.61"
"2015-10-07,""2015-11-16"",2,5.42"
"2015-07-12,""2015-09-08"",2,7.3"
"2015-10-28,""2015-12-01"",2,6.95"
"2015-10-05,""2015-11-03"",1,5.53"
"2015-07-07,""2015-11-20"",2,12.67"
"2015-08-22,""2015-11-18"",2,13.07"
"2015-09-26,""2015-10-02"",2,12.51"
"2015-07-01,""2015-07-25"",2,11.19"
"2015-09-10,""2015-10-30"",2,20.7"
"2015-08-27,""2015-09-06"",2,0.97"
"2015-08-16,""2015-11-16"",2,5.99"
"2015-08-11,""2015-10-04"",2,12.28"
"2015-07-01,""2015-09-11"",2,13.91"
"2015-07-04,""2015-07-18"",2,15.14"
"2015-09-13,""2015-09-22"",1,14.15"
"2015-07-07,""2015-08-04"",2,8.3"
"2015-11-11,""2015-11-17"",2,21.14"
"2015-08-11,""2015-11-21"",2,4.96"
"2015-09-08,""2015-12-04"",1,10.26"
"2015-10-24,""2015-12-02"",1,13.6"
"2015-06-21,""2015-10-11"",2,10.46"
"2015-08-22,""2015-09-11"",2,9.51"
"2015-08-30,""2015-11-02"",2,7.16"
"2015-07-26,""2015-08-25"",2,5.26"
"2015-11-12,""2015-11-13"",1,58.51"
"2015-08-16,""2015-09-09"",2,0.34"
"2015-07-15,""2015-11-04"",2,8.47"
"2015-10-21,""2015-11-23"",1,31.62"
"2015-08-19,""2015-09-02"",2,14.67"
"2015-08-24,""2015-10-15"",2,14.45"
"2015-09-29,""2015-10-23"",2,5"
"2015-09-23,""2015-11-02"",2,49.14"
"2015-07-18,""2015-08-21"",2,16.25"
"2015-09-12,""2015-09-26"",2,50.36"
"2015-10-23,""2015-12-06"",2,0.57"
"2015-11-08,""2015-11-08"",2,591.35"
"2015-07-31,""2015-09-21"",2,0.99"
"2015-08-16,""2015-08-24"",2,21.68"
"2015-09-26,""2015-11-03"",2,0.29"
"2015-09-04,""2015-10-24"",2,7.27"
"2015-07-26,""2015-12-03"",2,5.96"
"2015-08-22,""2015-08-26"",2,18.04"
"2015-08-14,""2015-11-14"",2,7.08"
"2015-09-29,""2015-11-12"",2,11.18"
"2015-10-15,""2015-10-15"",2,358.89"
"2015-07-15,""2015-10-19"",2,2.59"
"2015-08-30,""2015-10-17"",2,14.23"
"2015-07-26,""2015-08-09"",2,139.42"
"2015-09-07,""2015-11-22"",2,9.6"
"2015-09-23,""2015-10-17"",2,7.33"
"2015-10-23,""2015-11-20"",2,3.87"
"2015-07-04,""2015-10-06"",2,8.35"
"2015-09-05,""2015-11-09"",1,7.21"
"2015-09-23,""2015-10-25"",2,2.6"
"2015-11-14,""2015-12-01"",1,5.07"
"2015-07-23,""2015-07-31"",2,15.39"
"2015-07-12,""2015-10-10"",2,7.41"
"2015-07-26,""2015-09-22"",2,9.25"
"2015-07-15,""2015-12-02"",2,5.2"
"2015-08-11,""2015-08-25"",2,35.54"
"2015-10-07,""2015-10-07"",2,229.21"
"2015-07-20,""2015-09-20"",2,27.58"
"2015-08-24,""2015-11-28"",2,7.85"
"2015-09-24,""2015-10-05"",1,60.04"
"2015-08-30,""2015-11-30"",2,8.7"
"2015-09-02,""2015-09-05"",1,7.33"
"2015-10-31,""2015-10-31"",2,351.07"
"2015-10-20,""2015-12-01"",2,25.36"
"2015-11-08,""2015-12-06"",2,4.01"
"2015-08-14,""2015-08-18"",2,22.51"
"2015-09-07,""2015-09-11"",2,36.79"
"2015-06-21,""2015-11-08"",2,11.46"
"2015-09-12,""2015-10-24"",2,30.16"
"2015-07-12,""2015-11-23"",2,9.03"
"2015-08-08,""2015-08-16"",2,9.19"
"2015-09-24,""2015-12-04"",1,7.19"
"2015-07-26,""2015-09-06"",2,1.45"
"2015-06-21,""2015-06-29"",2,21.98"
"2015-08-30,""2015-11-14"",2,3.97"
"2015-09-27,""2015-11-27"",1,4.07"
"2015-09-23,""2015-12-04"",2,16.56"
"2015-08-16,""2015-09-21"",2,16.02"
"2015-07-12,""2015-07-14"",2,24.65"
"2015-08-24,""2015-11-12"",2,6.51"
"2015-10-24,""2015-11-16"",1,34.99"
"2015-07-15,""2015-07-23"",2,38.37"
"2015-10-15,""2015-11-12"",2,4.82"
"2015-10-04,""2015-11-27"",2,18.46"
"2015-07-23,""2015-08-28"",2,15.88"
"2015-08-20,""2015-09-10"",1,12.09"
"2015-11-08,""2015-11-20"",2,0.37"
"2015-10-16,""2015-10-23"",1,31.55"
"2015-10-20,""2015-12-05"",2,12.94"
"2015-10-04,""2015-11-19"",2,37.25"
"2015-10-12,""2015-11-03"",2,22.95"
"2015-09-19,""2015-10-06"",1,6.3"
"2015-08-16,""2015-11-08"",2,7.86"
"2015-07-12,""2015-08-31"",2,10.78"
"2015-10-28,""2015-11-23"",2,1.23"
"2015-07-01,""2015-07-17"",2,0.47"
"2015-10-31,""2015-12-02"",2,4.14"
"2015-06-21,""2015-08-16"",2,3.23"
"2015-08-27,""2015-08-29"",2,7.35"
"2015-08-11,""2015-09-26"",2,6.31"
"2015-09-18,""2015-11-27"",2,0.36"
"2015-08-14,""2015-09-19"",2,21.31"
"2015-07-04,""2015-11-03"",2,17.85"
"2015-10-05,""2015-10-30"",1,10.45"
"2015-09-12,""2015-11-25"",2,9.56"
"2015-09-21,""2015-09-30"",1,6.85"
"2015-10-05,""2015-10-26"",1,15.19"
"2015-08-03,""2015-08-05"",2,36.13"
"2015-10-02,""2015-10-25"",1,2.24"
"2015-09-05,""2015-09-30"",1,31.43"
"2015-07-04,""2015-07-10"",2,6.86"
"2015-11-03,""2015-11-25"",2,8.92"
"2015-08-16,""2015-10-23"",2,10.85"
"2015-09-23,""2015-10-09"",2,1.13"
"2015-07-12,""2015-08-15"",2,0.03"
